"species_list"	"threat_code"
"748"	"Rhacophorus vampyrus"	"2.1 2.1.3 2.4 2.4.2 4.1 5.3 5.3.1"
"749"	"Rhacophorus yaoshanensis"	"1.1 2.1 2.1.2 5.3 5.3.5"
"750"	"Rhaebo caeruleostictus"	"2.1 2.1.3 2.2 2.2.2 2.3 2.3.2 2.3.3 5.3 5.3.5 8.1 8.1.2"
"751"	"Rhinella chrysophora"	"10.3 1.1 11.2 11.4 2.1 2.1.1 2.1.2 2.3 2.3.1 2.3.2 5.3 5.3.5 7.1 7.1.3 8.1 8.1.2 9.3 9.3.2"
"752"	"Rhinella gallardoi"	"5.3 5.3.5 8.1 8.1.2"
"753"	"Rhinella macrorhina"	"11.1 2.1 2.1.2 2.3 2.3.2 5.3 5.3.5 9.3 9.3.4"
"754"	"Rhinella nesiotes"	"2.1 2.1.1 2.1.2 2.3 2.3.2 5.3 5.3.5"
"755"	"Rhinella nicefori"	"11.1 2.1 2.1.2 2.3 2.3.2 2.3.3"
"756"	"Rhinella sclerocephala"	"2.1 2.1.2 2.3 2.3.2 5.1 5.1.1"
"757"	"Rhombophryne be"	"2.3 2.3.2 3.2 5.3 5.3.1 7.1 7.1.1"
"758"	"Rhombophryne botabota"	"1.1 2.1 2.1.1 2.1.2 2.3 2.3.2 5.3 5.3.3 8.1 8.1.1"
"759"	"Rhombophryne guentherpetersi"	"1.1 2.1 2.1.1 2.1.2 2.3 2.3.2 5.3 5.3.1 7.1 7.1.1 8.1 8.1.2"
"760"	"Rhombophryne kibomena"	"1.1 2.1 2.1.1 2.1.2 2.3 2.3.2 5.3 5.3.1 7.1 7.1.1 8.1 8.1.1"
"761"	"Rhombophryne longicrus"	"2.1 2.1.2 2.3 2.3.2 5.3 5.3.1"
"762"	"Rhombophryne madagascariensis"	"2.1 2.1.2 2.3 2.3.2 5.3 5.3.1 7.1 7.1.1"
"763"	"Rhombophryne miery"	"1.1 2.1 2.1.1 2.1.2 2.3 2.3.2 3.2 5.3 5.3.3 7.1 7.1.1 8.1 8.1.1"
"764"	"Rhombophryne minuta"	"1.1 2.1 2.1.1 2.1.2 2.3 2.3.2 5.3 5.3.1 8.1 8.1.2"
"765"	"Rhombophryne ornata"	"2.1 2.1.2 2.3 2.3.2 5.3 5.3.1"
"766"	"Rhombophryne psologlossa"	"2.1 2.1.1 2.1.2 2.3 2.3.2 5.3 5.3.5 7.1 7.1.3 8.1 8.1.2"
"767"	"Rhombophryne pygmaea"	"1.1 1.3 2.1 2.1.2 2.1.3 7.1 7.1.3 9.3 9.3.4"
"768"	"Rhombophryne roseifemoralis"	"1.1 2.1 2.1.1 2.1.2 2.3 2.3.2 5.3 5.3.5 8.1 8.1.2"
"769"	"Rhombophryne savaka"	"5.3 5.3.3 5.3.4"
"770"	"Rhombophryne serratopalpebrosa"	"2.1 2.1.1 2.1.2 2.3 2.3.2 5.3 5.3.5"
"771"	"Rhombophryne tany"	"2.1 2.1.2 2.3 2.3.2 5.3 5.3.1"
"772"	"Rhombophryne testudo"	"1.1 2.1 2.1.1 2.1.2 2.3 2.3.2 5.3 5.3.1 7.1 7.1.1"
"773"	"Rhombophryne vaventy"	"2.1 2.1.2 5.3 5.3.1 5.3.4"
"774"	"Rulyrana saxiscandens"	"1.1 1.3 2.1 2.1.2 4.1 5.3 5.3.5"
"775"	"Sachatamia punctulata"	"2.1 2.1.2 5.3 5.3.5 9.3 9.3.4"
"776"	"Scaphiophryne boribory"	"1.1 2.1 2.1.1 2.1.2 2.3 2.3.2 5.1 5.1.1 5.3 5.3.5 8.1 8.1.2"
"777"	"Scaphiophryne gottlebei"	"2.3 2.3.2 3.2 5.1 5.1.1 5.3 5.3.5 6.1 7.1 7.1.3 8.4 8.4.2"
"778"	"Scinax belloni"	"5.2 5.2.2"
"779"	"Scinax skuki"	"1.1 2.1 2.1.3"
"780"	"Sclerophrys djohongensis"	"1.1 2.1 2.1.2 2.3 2.3.1 2.3.2 5.3 5.3.5 7.1 7.1.3"
"781"	"Sclerophrys pantherina"	"1.1 1.2 2.1 2.1.2 2.1.3 4.1 8.1 8.1 8.1.2 8.1.2"
"782"	"Sclerophrys taiensis"	"1.1 2.1 2.1.2 2.1.3 5.3 5.3.2"
"783"	"Sclerophrys villiersi"	"1.1 2.1 2.1.2 2.3 2.3.1 2.3.2 5.3 5.3.5"
"784"	"Scolecomorphus uluguruensis"	"2.1 2.1.1 2.1.3 5.3 5.3.3 5.3.4 9.3 9.3.3"
"785"	"Scutiger chintingensis"	"1.3 5.4 5.4.3 9.3 9.3.4"
"786"	"Scutiger muliensis"	"1.1 2.3 2.3.2 5.3 5.3.5"
"787"	"Scutiger ningshanensis"	"2.1 2.1.2 6.1"
"788"	"Scutiger pingwuensis"	"1.1 2.1 2.1.2"
"789"	"Sechellophryne gardineri"	"11.1 5.3 5.3.3 7.1 7.1.1 8.1 8.1.2"
"790"	"Smilisca dentata"	"1.1 2.1 2.1.2 9.3 9.3.4"
"791"	"Sooglossus sechellensis"	"11.1 7.1 7.1.1 8.1 8.1 8.1.2 8.1.2"
"792"	"Speleomantes supramontis"	"1.1 1.3 2.1 2.1.2 2.1.3 5.1 5.1.1 5.3 5.3.5"
"793"	"Spinomantis brunae"	"1.1 2.1 2.1.1 2.1.2 2.3 2.3.2 5.3 5.3.5 8.1 8.1.2"
"794"	"Spinomantis microtis"	"1.1 2.1 2.1.1 2.1.2 2.3 2.3.2 5.3 5.3.5 8.1 8.1.2"
"795"	"Strabomantis ruizi"	"1.1 2.1 2.1.2 2.3 2.3.2"
"796"	"Taruga eques"	"11.2 1.3 2.1 2.1.2 2.1.3 5.3 5.3.5 6.1 7.1 7.1.3 9.3 9.3.4"
"797"	"Taruga longinasus"	"2.1 2.1.3 5.3 5.3.5 9.3 9.3.4"
"798"	"Telmatobius brachydactylus"	"5.1 5.1.1"
"799"	"Telmatobius brevipes"	"8.1 8.1.2 9.3 9.3.4"
"800"	"Telmatobius brevirostris"	"1.1 2.1 2.1.2 2.3 2.3.2 5.3 5.3.5 8.1 8.1.2 9.3 9.3.3"
"801"	"Telmatobius ceiorum"	"2.2 2.2.2 2.3 2.3.1 5.3 5.3.5 8.1 8.1 8.1.2 8.1.2 9.2 9.2.2 9.3 9.3.2"
"802"	"Telmatobius colanensis"	"2.1 2.1.2 5.3 5.3.5 8.1 8.1.2"
"803"	"Telmatobius degener"	"8.1 8.1.2"
"804"	"Telmatobius edaphonastes"	"1.1 2.1 2.1.2 5.3 5.3.5 8.1 8.1.2"
"805"	"Telmatobius hypselocephalus"	"2.3 2.3.2 3.2 5.2 5.2.4 5.3 5.3.5 8.1 8.1 8.1.2 8.1.2 9.2 9.2.2 9.3 9.3 9.3.2 9.3.4"
"806"	"Telmatobius ignavus"	"2.1 2.1.2 2.3 2.3.2 5.3 5.3.5 8.1 8.1.2"
"807"	"Telmatobius laticeps"	"1.1 1.3 2.1 2.1.2 2.2 2.2.1 2.3 2.3.2 3.2 4.1 4.2 5.2 5.2.4 5.3 5.3.5 8.1 8.1 8.1.2 8.1.2 9.2 9.2.2 9.3 9.3.2"
"808"	"Telmatobius latirostris"	"1.1 1.2 1.3 2.1 2.1.2 2.3 2.3.2 6.1 8.1 8.1.2 9.1 9.1.1 9.1.3 9.2 9.2.1 9.3 9.3.2 9.3.4 9.4"
"809"	"Telmatobius macrostomus"	"5.1 5.1.1 8.1 8.1.2 9.3 9.3.4"
"810"	"Telmatobius mayoloi"	"5.1 5.1.1 8.1 8.1.2 9.3 9.3.2 9.3.3"
"811"	"Telmatobius necopinus"	"8.1 8.1.2"
"812"	"Telmatobius pisanoi"	"1.1 1.3 2.1 2.1.2 2.2 2.2.1 2.3 2.3.2 3.2 4.1 4.2 5.2 5.2.4 5.3 5.3.5 8.1 8.1 8.1.2 8.1.2 9.2 9.2.2 9.3 9.3.2"
"813"	"Telmatobius platycephalus"	"2.3 2.3.2 5.2 5.2.4 5.3 5.3.5 8.1 8.1 8.1.2 8.1.2 9.2 9.2.2 9.3 9.3.2 9.3.4"
"814"	"Telmatobius schreiteri"	"2.3 2.3.2 3.2 5.2 5.2.4 5.3 5.3.5 8.1 8.1 8.1.2 8.1.2 9.2 9.2.2 9.3 9.3.2 9.3.4"
"815"	"Telmatobius scrocchii"	"11.4 2.3 2.3.2 3.2 5.2 5.2.4 7.2 7.2.8 8.1 8.1 8.1.2 8.1.2 9.2 9.2.2 9.3 9.3.2 9.3.4"
"816"	"Telmatobius sibiricus"	"2.1 2.1.2 5.3 5.3.5 8.1 8.1.2 9.3 9.3.4"
"817"	"Telmatobius stephani"	"2.1 2.1.2 2.3 2.3.1 3.2 5.3 5.3.5 8.1 8.1 8.1.2 8.1.2 9.3 9.3.2 9.3.4"
"818"	"Telmatobius thompsoni"	"8.1 8.1.2"
"819"	"Telmatobius truebae"	"8.1 8.1.2"
"820"	"Telmatobius zapahuirensis"	"2.3 2.3.2 7.2 7.2.11 7.2.3"
"821"	"Telmatobufo venustus"	"2.2 2.2.2 5.3 5.3.5 7.1 7.1.3 7.2 7.2.10 7.2.9 8.1 8.1.2"
"822"	"Theloderma bicolor"	"1.3 2.1 2.1.1 2.1.2 5.2 5.2.4 5.3 5.3.5 7.1 7.1.3"
"823"	"Theloderma nebulosum"	"2.1 2.1.1 2.1.2"
"824"	"Thorius adelos"	"1.1 2.1 2.1.2 5.3 5.3.5"
"825"	"Thorius arboreus"	"2.1 2.1.2 2.3 2.3.2 5.3 5.3.5"
"826"	"Thorius boreas"	"11.1 5.3 5.3.5 8.1 8.1.1"
"827"	"Thorius dubitus"	"1.1 2.1 2.1.2 2.3 2.3.2 5.3 5.3.5 7.1 7.1.3"
"828"	"Thorius grandis"	"1.1 2.1 2.1.2 5.3 5.3.5 7.1 7.1.3"
"829"	"Thorius lunaris"	"1.1 2.1 2.1.2 5.3 5.3.5 7.1 7.1.3"
"830"	"Thorius minydemus"	"1.1 1.2 2.1 2.1.2 2.3 2.3.2 3.2 5.3 5.3.5 7.1 7.1.3"
"831"	"Thorius omiltemi"	"1.1 2.1 2.1.2 5.3 5.3.5 7.1 7.1.3"
"832"	"Thorius papaloae"	"1.1 2.1 2.1.2 5.3 5.3.5 7.1 7.1.3"
"833"	"Thorius pulmonaris"	"1.1 2.1 2.1.2 2.3 2.3.2 5.3 5.3.5 7.1 7.1.3"
"834"	"Thorius schmidti"	"1.1 2.1 2.1.2 5.3 5.3.5 7.1 7.1.3"
"835"	"Thorius troglodytes"	"1.1 2.1 2.1.2 2.3 2.3.2 5.3 5.3.5 7.1 7.1.3"
"836"	"Thoropa lutzi"	"1.1 1.3 7.1 7.1.3 8.1 8.1.2"
"837"	"Tsingymantis antitra"	"2.3 2.3.2 3.2 5.3 5.3.1"
"838"	"Tylototriton hainanensis"	"1.3 2.1 2.1.2 5.3 5.3.5"
"839"	"Tylototriton vietnamensis"	"2.1 2.1.1 2.1.2 2.1.3 5.1 5.1.1"
"840"	"Uperodon mormorata"	"1.1 1.2 1.3 2.1 2.1.2 2.1.3 2.2 2.2.2"
"841"	"Uperodon palmatus"	"11.2 2.1 2.1.3 2.2 2.2.2 5.3 5.3.5 7.1 7.1.3 8.2"
"842"	"Vandijkophrynus inyangae"	"1.1 2.2 2.2.2 2.3 2.3.2 2.3.3"
"843"	"Werneria bambutensis"	"1.1 2.1 2.1.2 2.3 2.3.1 2.3.2 5.3 5.3.5 7.1 7.1.3"
"844"	"Werneria mertensiana"	"2.1 2.1.2 5.3 5.3.5"
"845"	"Werneria preussi"	"1.1 2.1 2.1.2"
"846"	"Werneria submontana"	"2.1 2.1.2 5.3 5.3.5 9.1 9.1.3"
"847"	"Werneria tandyi"	"2.1 2.1.2 5.3 5.3.5"
"848"	"Wolterstorffina mirei"	"2.1 2.1.2 2.3 2.3.1 2.3.2 7.1 7.1.3"
"849"	"Xanthophryne koynayensis"	"2.1 2.1.2 5.3 5.3.5"
"850"	"Xenopus gilli"	"1.1 1.2 1.3 8.1 8.1.1 9.3 9.3.1"
"851"	"Xenopus largeni"	"1.1 2.1 2.1.2 2.1.3 9.3 9.3.4"
"852"	"Yunganastes bisignatus"	"2.1 2.1.2 5.3 5.3.5"
